"Product","product_map","Category"
"OXA-1090 family carbapenem-hydrolyzing class D beta-lactamase","A62208","beta-lactamase"
"OXA-1091 family oxacillin-hydrolyzing class D beta-lactamase","A52491","beta-lactamase"
"OXA-114 family class D beta-lactamase","A63925","beta-lactamase"
"OXA-12 family class D beta-lactamase","A21369","beta-lactamase"
"OXA-12 family class D beta-lactamase AmpH","A25949","beta-lactamase"
"OXA-12 family class D beta-lactamase AmpH/OXA-724","A38635","beta-lactamase"
"OXA-12 family class D beta-lactamase AmpS/OXA-725","A71210","beta-lactamase"
"OXA-12 family class D beta-lactamase OXA-726","A46441","beta-lactamase"
"OXA-12 family class D beta-lactamase OXA-912","A30849","beta-lactamase"
"OXA-12 family class D beta-lactamase OXA-950","A62382","beta-lactamase"
"OXA-12 family class D beta-lactamase OXA-959","A58849","beta-lactamase"
"OXA-134 family carbapenem-hydrolyzing class D beta-lactamase","A33526","beta-lactamase"
"OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-1005","A61754","beta-lactamase"
"OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-235","A50653","beta-lactamase"
"OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-237","A30745","beta-lactamase"
"OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-276","A51450","beta-lactamase"
"OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-283","A61683","beta-lactamase"
"OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-360","A61671","beta-lactamase"
"OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-362","A57699","beta-lactamase"
"OXA-143 family carbapenem-hydrolyzing class D beta-lactamase OXA-255","A70760","beta-lactamase"
"OXA-143 family carbapenem-hydrolyzing class D beta-lactamase OXA-499","A61256","beta-lactamase"
"OXA-184 family class D beta-lactamase","A38418","beta-lactamase"
"OXA-184 family class D beta-lactamase OXA-184","A44172","beta-lactamase"
"OXA-184 family class D beta-lactamase OXA-447","A21116","beta-lactamase"
"OXA-184 family class D beta-lactamase OXA-449","A50826","beta-lactamase"
"OXA-184 family class D beta-lactamase OXA-465","A62280","beta-lactamase"
"OXA-184 family class D beta-lactamase OXA-617","A31606","beta-lactamase"
"OXA-184 family class D beta-lactamase OXA-622","A38484","beta-lactamase"
"OXA-184 family class D beta-lactamase OXA-623","A59920","beta-lactamase"
"OXA-184 family class D beta-lactamase OXA-631","A40199","beta-lactamase"
"OXA-198 family carbapenem-hydrolyzing class D beta-lactamase","A60496","beta-lactamase"
"OXA-2 family class D beta-lactamase OXA-1183","A60518","beta-lactamase"
"OXA-2 family extended-spectrum class D beta-lactamase OXA-32","A52217","beta-lactamase"
"OXA-2 family oxacillin-hydrolyzing class D beta-lactamase OXA-21","A35094","beta-lactamase"
"OXA-211 family carbapenem-hydrolyzing class D beta-lactamase","A35618","beta-lactamase"
"OXA-211 family carbapenem-hydrolyzing class D beta-lactamase OXA-281","A66432","beta-lactamase"
"OXA-211 family carbapenem-hydrolyzing class D beta-lactamase OXA-333","A57845","beta-lactamase"
"OXA-211 family carbapenem-hydrolyzing class D beta-lactamase OXA-651","A27510","beta-lactamase"
"OXA-211 family carbapenem-hydrolyzing class D beta-lactamase OXA-652","A41912","beta-lactamase"
"OXA-211 family carbapenem-hydrolyzing class D beta-lactamase OXA-662","A60438","beta-lactamase"
"OXA-213 family carbapenem-hydrolyzing class D beta-lactamase","A35675","beta-lactamase"
"OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-1045","A64081","beta-lactamase"
"OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-272","A66192","beta-lactamase"
"OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-273","A56945","beta-lactamase"
"OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-323","A25714","beta-lactamase"
"OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-417","A61217","beta-lactamase"
"OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-421","A61925","beta-lactamase"
"OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-500","A36451","beta-lactamase"
"OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-506","A39366","beta-lactamase"
"OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-820","A43168","beta-lactamase"
"OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-822","A57920","beta-lactamase"
"OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-826","A69293","beta-lactamase"
"OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-943","A43677","beta-lactamase"
"OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-980","A57724","beta-lactamase"
"OXA-214 family carbapenem-hydrolyzing class D beta-lactamase","A59995","beta-lactamase"
"OXA-214 family carbapenem-hydrolyzing class D beta-lactamase OXA-264","A45370","beta-lactamase"
"OXA-214 family carbapenem-hydrolyzing class D beta-lactamase OXA-265","A43342","beta-lactamase"
"OXA-214 family carbapenem-hydrolyzing class D beta-lactamase OXA-575","A52473","beta-lactamase"
"OXA-22 family class D beta-lactamase","A41643","beta-lactamase"
"OXA-22 family class D beta-lactamase OXA-443","A71340","beta-lactamase"
"OXA-22 family class D beta-lactamase OXA-574","A60066","beta-lactamase"
"OXA-229 family carbapenem-hydrolyzing class D beta-lactamase","A44197","beta-lactamase"
"OXA-23 family carbapenem-hydrolyzing class D beta-lactamase","A25068","beta-lactamase"
"OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-103","A55762","beta-lactamase"
"OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23","A24390","beta-lactamase"
"OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-239","A55553","beta-lactamase"
"OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-565","A56900","beta-lactamase"
"OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-815","A58680","beta-lactamase"
"OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-817","A57395","beta-lactamase"
"OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-818","A43375","beta-lactamase"
"OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-893","A56277","beta-lactamase"
"OXA-24 family carbapenem-hydrolyzing class D beta-lactamase","A20415","beta-lactamase"
"OXA-24 family carbapenem-hydrolyzing class D beta-lactamase OXA-24","A46651","beta-lactamase"
"OXA-24 family carbapenem-hydrolyzing class D beta-lactamase OXA-653","A57056","beta-lactamase"
"OXA-24 family carbapenem-hydrolyzing class D beta-lactamase OXA-72","A35500","beta-lactamase"
"OXA-274 family carbapenem-hydrolyzing class D beta-lactamase","A42913","beta-lactamase"
"OXA-274 family carbapenem-hydrolyzing class D beta-lactamase OXA-667","A56965","beta-lactamase"
"OXA-286 family carbapenem-hydrolyzing class D beta-lactamase","A24114","beta-lactamase"
"OXA-286 family carbapenem-hydrolyzing class D beta-lactamase OXA-286","A52578","beta-lactamase"
"OXA-294 family class D beta-lactamase","A50883","beta-lactamase"
"OXA-42 family class D beta-lactamase","A22223","beta-lactamase"
"OXA-42 family oxacillin-hydrolyzing class D beta-lactamase OXA-57","A38097","beta-lactamase"
"OXA-42 family oxacillin-hydrolyzing class D beta-lactamase OXA-59","A30422","beta-lactamase"
"OXA-427 family carbapenem-hydrolyzing class D beta-lactamase","A38037","beta-lactamase"
"OXA-427 family carbapenem-hydrolyzing class D beta-lactamase OXA-1041","A71109","beta-lactamase"
"OXA-427 family carbapenem-hydrolyzing class D beta-lactamase OXA-917","A61719","beta-lactamase"
"OXA-427 family class D beta-lactamase OXA-1041","A71224","beta-lactamase"
"OXA-46 family oxacillin-hydrolyzing class D beta-lactamase","A45604","beta-lactamase"
"OXA-48 family carbapenem-hydrolyzing class D beta-lactamase OXA-181","A25491","beta-lactamase"
"OXA-48 family carbapenem-hydrolyzing class D beta-lactamase OXA-204","A42440","beta-lactamase"
"OXA-48 family carbapenem-hydrolyzing class D beta-lactamase OXA-232","A33917","beta-lactamase"
"OXA-48 family carbapenem-hydrolyzing class D beta-lactamase OXA-244","A34233","beta-lactamase"
"OXA-48 family carbapenem-hydrolyzing class D beta-lactamase OXA-252","A46897","beta-lactamase"
"OXA-48 family carbapenem-hydrolyzing class D beta-lactamase OXA-48","A24192","beta-lactamase"
"OXA-48 family carbapenem-hydrolyzing class D beta-lactamase OXA-484","A58779","beta-lactamase"
"OXA-48 family carbapenem-hydrolyzing class D beta-lactamase OXA-54","A36386","beta-lactamase"
"OXA-48 family class D beta-lactamase","A37556","beta-lactamase"
"OXA-48 family class D beta-lactamase OXA-535","A36636","beta-lactamase"
"OXA-48 family class D beta-lactamase OXA-547","A57784","beta-lactamase"
"OXA-48 family extended-spectrum class D beta-lactamase OXA-163","A57415","beta-lactamase"
"OXA-493 family class D beta-lactamase","A24532","beta-lactamase"
"OXA-5 family class D beta-lactamase","A52509","beta-lactamase"
"OXA-5 family class D beta-lactamase OXA-129","A42023","beta-lactamase"
"OXA-50 family oxacillin-hydrolyzing class D beta-lactamase","A35311","beta-lactamase"
"OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1014","A36249","beta-lactamase"
"OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1021","A55633","beta-lactamase"
"OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1022","A71082","beta-lactamase"
"OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1025","A60330","beta-lactamase"
"OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1026","A51112","beta-lactamase"
"OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1028","A33085","beta-lactamase"
"OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1030","A62647","beta-lactamase"
"OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1032","A36057","beta-lactamase"
"OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1033","A43087","beta-lactamase"
"OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1034","A50596","beta-lactamase"
"OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1035","A35363","beta-lactamase"
"OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1125","A49999","beta-lactamase"
"OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1127","A42674","beta-lactamase"
"OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1132","A44979","beta-lactamase"
"OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1135","A57413","beta-lactamase"
"OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1140","A71185","beta-lactamase"
"OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1174","A52242","beta-lactamase"
"OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-395","A19860","beta-lactamase"
"OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-396","A36751","beta-lactamase"
"OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-485","A60519","beta-lactamase"
"OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-486","A25139","beta-lactamase"
"OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-488","A33157","beta-lactamase"
"OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-494","A21076","beta-lactamase"
"OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-846","A26222","beta-lactamase"
"OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-847","A28355","beta-lactamase"
"OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-848","A31412","beta-lactamase"
"OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-851","A32821","beta-lactamase"
"OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-901","A22460","beta-lactamase"
"OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-902","A44684","beta-lactamase"
"OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-904","A43097","beta-lactamase"
"OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-905","A23979","beta-lactamase"
"OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-906","A33428","beta-lactamase"
"OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-908","A33525","beta-lactamase"
"OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-914","A31277","beta-lactamase"
"OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-937","A51447","beta-lactamase"
"OXA-51 family carbapenem-hydrolyzing class D beta-lactamase","A35289","beta-lactamase"
"OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-100","A25512","beta-lactamase"
"OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-104","A36989","beta-lactamase"
"OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-106","A51778","beta-lactamase"
"OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1076","A61808","beta-lactamase"
"OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-109","A51533","beta-lactamase"
