Genome,Replicon,plasmid_count,plasmid_total_size,toxin_chromosome,biofilm_chromosome,toxin_plasmid,biofilm_plasmid
GCF_019048945.1,NZ_CP074392.1 chromosome;NZ_CP074393.1 chromosome;NZ_CP074394.1 plasmid;NZ_CP074395.1 plasmid;NZ_CP074396.1 plasmid;NZ_CP074397.1 plasmid;NZ_CP074398.1 plasmid;NZ_CP074399.1 plasmid;NZ_CP074400.1 plasmid;NZ_CP074401.1 plasmid,8,1197979,37,0,29,0
GCF_019048965.1,NZ_CP037750.1 plasmid;NZ_CP037751.1 plasmid;NZ_CP037752.1 chromosome;NZ_CP037753.1 plasmid;NZ_CP037754.1 plasmid,4,116943,16,0,3,0
GCF_019048985.1,NZ_CP077673.1 chromosome;NZ_CP077674.1 plasmid;NZ_CP077675.1 plasmid;NZ_CP077676.1 plasmid;NZ_CP077677.1 plasmid,4,399829,36,5,8,0
GCF_019056395.1,NZ_CP077639.1 chromosome;NZ_CP077640.1 plasmid,1,115498,9,0,0,0
GCF_019056415.1,NZ_CP077633.1 chromosome;NZ_CP077634.1 plasmid,1,46272,8,0,2,0
GCF_019056455.1,NZ_CP077635.1 chromosome;NZ_CP077636.1 plasmid;NZ_CP077637.1 plasmid,2,92144,9,0,4,0
GCF_019056475.1,NZ_CP049737.1 chromosome,0,0,38,0,0,0
GCF_019056495.1,NZ_CP050317.1 plasmid;NZ_CP050318.1 chromosome,1,7555,6,0,0,0
GCF_019056515.1,NZ_CP064873.1 chromosome;NZ_CP064874.1 plasmid,1,177760,20,0,4,0
GCF_019056535.1,NZ_CP067334.1 chromosome,0,0,6,0,0,0
GCF_019056555.1,NZ_CP020473.1 chromosome,0,0,12,0,0,0
GCF_019056575.1,NZ_CP021056.1 chromosome,0,0,65,0,0,0
GCF_019056595.1,NZ_CP036162.1 plasmid;NZ_CP036163.1 chromosome,1,112252,53,2,5,0
GCF_019056615.1,NZ_CP077660.1 chromosome,0,0,29,8,0,0
GCF_019056635.1,NZ_CP077659.1 chromosome,0,0,30,8,0,0
GCF_019056655.1,NZ_CP077661.1 chromosome,0,0,35,8,0,0
GCF_019056675.1,NZ_CP077658.1 chromosome,0,0,33,0,0,0
GCF_019063845.1,NZ_CP077683.1 chromosome,0,0,15,0,0,0
GCF_019063885.1,NZ_CP077684.1 chromosome,0,0,17,0,0,0
GCF_019063905.1,NZ_CP077680.1 chromosome;NZ_CP077681.1 plasmid;NZ_CP077682.1 plasmid,2,7772,33,9,0,0
GCF_019076685.1,NZ_CP060994.1 chromosome;NZ_CP060995.1 plasmid;NZ_CP060996.1 plasmid,2,105098,7,0,6,0
GCF_019076805.1,NZ_CP068448.1 chromosome;NZ_CP068449.1 plasmid,1,39861,22,0,0,0
GCF_019076885.1,NZ_CP069079.1 chromosome,0,0,9,0,0,0
GCF_019076985.1,NZ_CP075325.1 chromosome;NZ_CP075326.1 plasmid;NZ_CP075327.1 plasmid;NZ_CP075328.1 plasmid;NZ_CP075329.1 plasmid,4,365648,33,0,12,0
GCF_019078745.1,NZ_CP050249.1 chromosome;NZ_CP050250.1 plasmid,1,197269,19,0,3,0
GCF_019086825.1,NZ_CP074701.1 chromosome;NZ_CP074702.1 plasmid;NZ_CP074703.1 plasmid;NZ_CP074704.1 plasmid;NZ_CP074705.1 plasmid;NZ_CP074706.1 plasmid,5,511763,76,9,25,0
GCF_019090985.1,NZ_CP020335.1 chromosome,0,0,208,1,0,0
GCF_019091005.1,NZ_CP077649.1 chromosome;NZ_CP077650.1 plasmid;NZ_CP077651.1 plasmid,2,146282,76,9,10,0
GCF_019095205.1,NZ_CP050178.1 chromosome;NZ_CP050179.1 plasmid;NZ_CP050180.1 plasmid;NZ_CP050181.1 plasmid;NZ_CP050182.1 plasmid,4,664187,19,0,3,0
GCF_019095765.1,NZ_CP072118.1 chromosome,0,0,16,0,0,0
GCF_019107685.1,NZ_CP077779.1 chromosome;NZ_CP077780.1 plasmid;NZ_CP077781.1 plasmid;NZ_CP077782.1 plasmid;NZ_CP077783.1 plasmid;NZ_CP077784.1 plasmid,5,588070,39,6,14,0
GCF_019107705.1,NZ_CP077773.1 chromosome;NZ_CP077774.1 plasmid;NZ_CP077775.1 plasmid;NZ_CP077776.1 plasmid;NZ_CP077777.1 plasmid;NZ_CP077778.1 plasmid,5,462021,38,6,18,0
GCF_019112525.1,NZ_CP077800.1 chromosome,0,0,9,0,0,0
GCF_019134555.1,NZ_CP077803.1 chromosome;NZ_CP077804.1 plasmid,1,53835,57,0,2,0
GCF_019134595.1,NZ_CP077770.1 chromosome;NZ_CP077771.1 plasmid,1,899440,14,0,5,0
GCF_019134615.1,NZ_CP077755.1 chromosome;NZ_CP077756.1 plasmid,1,2920,48,0,0,0
GCF_019134635.1,NZ_CP077757.1 chromosome,0,0,44,0,0,0
GCF_019134655.1,NZ_CP077727.1 chromosome;NZ_CP077728.1 plasmid;NZ_CP077729.1 plasmid;NZ_CP077730.1 plasmid;NZ_CP077731.1 plasmid;NZ_CP077732.1 plasmid;NZ_CP077733.1 plasmid;NZ_CP077734.1 plasmid;NZ_CP077735.1 plasmid;NZ_CP077736.1 plasmid;NZ_CP077737.1 plasmid,10,307261,3,0,0,0
GCF_019134675.1,NZ_CP077723.1 chromosome;NZ_CP077724.1 plasmid,1,5047,8,0,1,0
GCF_019134695.1,NZ_CP077763.1 chromosome,0,0,36,6,0,0
GCF_019134735.1,NZ_CP073122.1 chromosome,0,0,4,0,0,0
GCF_019134755.1,NZ_CP073123.1 chromosome,0,0,4,0,0,0
GCF_019134775.1,NZ_CP073121.1 chromosome,0,0,4,0,0,0
GCF_019134795.1,NZ_CP073125.1 chromosome,0,0,4,0,0,0
GCF_019134815.1,NZ_CP073124.1 chromosome,0,0,4,0,0,0
GCF_019134835.1,NZ_CP073126.1 chromosome,0,0,4,0,0,0
GCF_019137555.1,NZ_CP073128.1 chromosome,0,0,4,0,0,0
GCF_019137575.1,NZ_CP073129.1 chromosome,0,0,4,0,0,0
GCF_019139535.1,NZ_CP077073.1 chromosome,0,0,36,0,0,0
GCF_019139675.1,NZ_CP077077.1 chromosome,0,0,30,0,0,0
GCF_019139795.1,NZ_CP077078.1 chromosome,0,0,22,0,0,0
GCF_019139815.1,NZ_CP077079.1 chromosome,0,0,34,0,0,0
GCF_019139835.1,NZ_CP077075.1 chromosome,0,0,37,0,0,0
GCF_019139855.1,NZ_CP077074.1 chromosome,0,0,30,0,0,0
GCF_019139875.1,NZ_CP077081.1 chromosome,0,0,52,0,0,0
GCF_019139895.1,NZ_CP077076.1 chromosome,0,0,53,0,0,0
GCF_019141525.1,NZ_CP077080.1 chromosome,0,0,50,0,0,0
GCF_019141545.1,NZ_CP065892.1 chromosome;NZ_CP065893.1 plasmid;NZ_CP065894.1 plasmid;NZ_CP065895.1 plasmid;NZ_CP065896.1 plasmid;NZ_CP065897.1 plasmid;NZ_CP065898.1 plasmid;NZ_CP065899.1 plasmid;NZ_CP065900.1 plasmid;NZ_CP065901.1 plasmid;NZ_CP065902.1 plasmid;NZ_CP065903.1 plasmid;NZ_CP065904.1 plasmid;NZ_CP065905.1 plasmid;NZ_CP065906.1 plasmid;NZ_CP065907.1 plasmid;NZ_CP065908.1 plasmid;NZ_CP065909.1 plasmid;NZ_CP065910.1 plasmid;NZ_CP065911.1 plasmid;NZ_CP065912.1 plasmid;NZ_CP065913.1 plasmid;NZ_CP065914.1 plasmid,22,1011778,6,0,26,0
GCF_019163475.1,NZ_CP075055.1 chromosome,0,0,25,1,0,0
GCF_019164215.1,NZ_CP075052.1 chromosome,0,0,17,2,0,0
GCF_019175305.1,NZ_CP077713.1 chromosome,0,0,20,0,0,0
GCF_019175325.1,NZ_CP077714.1 plasmid;NZ_CP077715.1 chromosome,1,37750,19,0,1,0
GCF_019175345.1,NZ_CP077716.1 plasmid;NZ_CP077717.1 chromosome,1,37840,16,0,2,0
GCF_019175365.1,NZ_CP059572.1 chromosome;NZ_CP059573.1 plasmid;NZ_CP059574.1 plasmid,2,34821,20,0,0,0
GCF_019175405.1,NZ_CP078097.1 chromosome;NZ_CP078098.1 plasmid,1,75538,29,0,3,0
GCF_019175425.1,NZ_CP072878.1 chromosome;NZ_CP072879.1 plasmid;NZ_CP072880.1 plasmid,2,287411,19,0,9,0
GCF_019175445.1,NZ_CP072881.1 chromosome;NZ_CP072882.1 plasmid;NZ_CP072883.1 plasmid,2,223536,11,0,10,0
GCF_019175465.1,NZ_CP072884.1 chromosome;NZ_CP072885.1 plasmid;NZ_CP072886.1 plasmid;NZ_CP072887.1 plasmid,3,255234,20,0,14,0
GCF_019175485.1,NZ_CP072888.1 chromosome;NZ_CP072889.1 plasmid;NZ_CP072890.1 plasmid,2,1223831,13,0,17,0
GCF_019175505.1,NZ_CP072891.1 chromosome;NZ_CP072892.1 plasmid;NZ_CP072893.1 plasmid,2,59834,24,0,3,0
GCF_019175525.1,NZ_CP072894.1 chromosome;NZ_CP072895.1 plasmid;NZ_CP072896.1 plasmid,2,73567,15,0,2,0
GCF_019182265.1,NZ_CP073127.1 chromosome,0,0,4,0,0,0
GCF_019186805.1,NZ_CP066782.1 plasmid;NZ_CP066783.1 chromosome,1,52138,10,0,3,0
GCF_019192625.1,NZ_CP077969.1 chromosome,0,0,73,9,0,0
GCF_019192645.1,NZ_CP077963.1 chromosome;NZ_CP077964.1 plasmid;NZ_CP077965.1 plasmid,2,243138,34,1,3,0
GCF_019195415.1,NZ_CP078015.1 chromosome;NZ_CP078016.1 plasmid,1,35987,23,4,2,0
GCF_019195435.1,NZ_CP078069.1 chromosome,0,0,64,0,0,0
GCF_019203145.1,NZ_CP078094.1 chromosome;NZ_CP078095.1 plasmid,1,211593,11,0,13,0
GCF_019203165.1,NZ_CP078087.1 chromosome,0,0,13,4,0,0
GCF_019203185.1,NZ_CP078093.1 chromosome,0,0,3,0,0,0
GCF_019203205.1,NZ_CP078096.1 chromosome,0,0,15,0,0,0
GCF_019203945.1,NZ_CP055276.1 chromosome,0,0,35,7,0,0
GCF_019203965.1,NZ_CP076448.1 chromosome,0,0,7,0,0,0
GCF_019211725.1,NZ_CP078120.1 chromosome,0,0,45,0,0,0
GCF_019211745.1,NZ_CP078136.1 plasmid;NZ_CP078137.1 chromosome,1,136082,71,9,3,0
GCF_019211765.1,NZ_CP078129.1 chromosome;NZ_CP078130.1 plasmid;NZ_CP078131.1 plasmid,2,96607,24,0,6,0
GCF_019211785.1,NZ_CP078132.1 chromosome;NZ_CP078133.1 plasmid;NZ_CP078134.1 plasmid;NZ_CP078135.1 plasmid,3,122721,24,0,7,0
GCF_019211805.1,NZ_CP078113.1 chromosome,0,0,45,0,0,0
GCF_019211825.1,NZ_CP078119.1 chromosome,0,0,46,0,0,0
GCF_019211845.1,NZ_CP078114.1 chromosome,0,0,47,0,0,0
GCF_019211865.1,NZ_CP078115.1 chromosome,0,0,45,0,0,0
GCF_019211885.1,NZ_CP078116.1 chromosome,0,0,46,0,0,0
GCF_019212025.1,NZ_CP078117.1 chromosome,0,0,45,0,0,0
GCF_019212165.1,NZ_CP078118.1 chromosome,0,0,51,0,0,0
GCF_019222685.1,NZ_CP078159.1 chromosome;NZ_CP078160.1 plasmid;NZ_CP078161.1 plasmid,2,67101,12,0,2,0
GCF_019222705.1,NZ_CP078162.1 chromosome;NZ_CP078163.1 plasmid,1,77697,19,4,8,0
GCF_019222725.1,NZ_CP078142.1 chromosome,0,0,39,9,0,0
GCF_019222745.1,NZ_CP078149.1 chromosome,0,0,28,2,0,0
GCF_019222765.1,NZ_CP078145.1 chromosome,0,0,37,0,0,0
GCF_019222805.1,NZ_CP078146.1 chromosome;NZ_CP078147.1 plasmid;NZ_CP078148.1 plasmid,2,566773,32,6,9,0
GCF_019226825.1,NZ_CP076642.1 chromosome;NZ_CP076643.1 chromosome,0,0,8,0,0,0
GCF_019242835.1,NZ_CP066127.1 chromosome,0,0,31,1,0,0
GCF_019242955.1,NZ_CP066129.1 chromosome,0,0,44,1,0,0
GCF_019243055.1,NZ_CP066130.1 chromosome;NZ_CP066131.1 plasmid,1,72755,30,1,2,0
GCF_019243165.1,NZ_CP066132.1 chromosome,0,0,34,1,0,0
GCF_019243235.1,NZ_CP066133.1 chromosome;NZ_CP066134.1 plasmid;NZ_CP066135.1 plasmid;NZ_CP066136.1 plasmid,3,78357,30,1,2,0
GCF_019243335.1,NZ_CP066137.1 chromosome,0,0,32,1,0,0
GCF_019243435.1,NZ_CP066138.1 chromosome;NZ_CP066139.1 plasmid,1,10567,31,1,1,0
GCF_019243485.1,NZ_CP066140.1 chromosome;NZ_CP066141.1 plasmid,1,5221,33,1,0,0
GCF_019243605.1,NZ_CP066142.1 chromosome,0,0,29,1,0,0
GCF_019243695.1,NZ_CP068562.1 chromosome,0,0,33,1,0,0
GCF_019243775.1,NZ_CP069157.1 chromosome,0,0,29,1,0,0
GCF_019252525.1,NZ_CP072742.1 chromosome;NZ_CP072743.1 plasmid;NZ_CP072744.1 plasmid,2,255741,67,3,7,0
GCF_019263745.1,NZ_CP077107.1 chromosome,0,0,28,0,0,0
GCF_019263765.1,NZ_CP076349.1 chromosome;NZ_CP076350.1 plasmid;NZ_CP076351.1 plasmid,2,159381,11,0,4,0
GCF_019263785.1,NZ_CP076352.1 chromosome;NZ_CP076353.1 plasmid,1,73140,11,0,2,0
GCF_019263805.1,NZ_CP079195.1 chromosome,0,0,17,0,0,0
GCF_019264705.1,NZ_CP078508.1 chromosome,0,0,23,0,0,0
GCF_019264725.1,NZ_CP078509.1 chromosome;NZ_CP078510.1 plasmid;NZ_CP078511.1 plasmid;NZ_CP078512.1 plasmid,3,315713,8,4,1,0
GCF_019272915.1,NZ_CP077960.1 chromosome;NZ_CP077961.1 plasmid;NZ_CP077962.1 plasmid,2,61263,15,0,4,0
GCF_019272935.1,NZ_CP040553.1 chromosome;NZ_CP040554.1 plasmid,1,54250,16,0,0,0
GCF_019278425.1,NZ_CP058981.1 chromosome,0,0,10,1,0,0
GCF_019278445.1,NZ_CP058982.1 chromosome,0,0,5,0,0,0
GCF_019278465.1,NZ_CP058983.1 chromosome,0,0,5,0,0,0
GCF_019278485.1,NZ_CP058984.1 chromosome,0,0,8,0,0,0
GCF_019278505.1,NZ_CP058985.1 chromosome,0,0,5,0,0,0
GCF_019278525.1,NZ_CP058986.1 chromosome,0,0,3,0,0,0
GCF_019278545.1,NZ_CP058987.1 chromosome,0,0,12,1,0,0
GCF_019278565.1,NZ_CP058988.1 chromosome,0,0,8,1,0,0
GCF_019278585.1,NZ_CP058989.1 chromosome,0,0,8,1,0,0
GCF_019285515.1,NZ_CP079095.1 chromosome,0,0,87,0,0,0
GCF_019285535.1,NZ_CP079096.1 chromosome,0,0,8,0,0,0
GCF_019285555.1,NZ_CP079097.1 chromosome,0,0,16,0,0,0
GCF_019285575.1,NZ_CP079098.1 chromosome,0,0,6,0,0,0
GCF_019285595.1,NZ_CP079094.1 chromosome,0,0,4,0,0,0
GCF_019285615.1,NZ_CP079099.1 chromosome;NZ_CP079100.1 plasmid;NZ_CP079101.1 plasmid;NZ_CP079102.1 plasmid,3,109894,31,2,5,0
GCF_019285655.1,NZ_CP065824.1 chromosome,0,0,31,0,0,0
GCF_019285675.1,NZ_CP079106.1 chromosome,0,0,23,0,0,0
GCF_019285695.1,NZ_CP079104.1 chromosome,0,0,4,0,0,0
GCF_019285735.1,NZ_CP079107.1 chromosome,0,0,10,0,0,0
GCF_019285775.1,NZ_CP079105.1 chromosome,0,0,21,0,0,0
GCF_019286375.1,NZ_CP079115.1 chromosome;NZ_CP079116.1 plasmid;NZ_CP079117.1 plasmid;NZ_CP079118.1 plasmid;NZ_CP079119.1 plasmid,4,229989,38,6,8,0
GCF_019286455.1,NZ_CP079120.1 chromosome;NZ_CP079121.1 plasmid;NZ_CP079122.1 plasmid;NZ_CP079123.1 plasmid;NZ_CP079124.1 plasmid;NZ_CP079125.1 plasmid;NZ_CP079126.1 plasmid;NZ_CP079127.1 plasmid;NZ_CP079128.1 plasmid;NZ_CP079129.1 plasmid;NZ_CP079130.1 plasmid,10,561865,35,6,15,0
GCF_019286515.1,NZ_CP079131.1 chromosome;NZ_CP079132.1 plasmid;NZ_CP079133.1 plasmid;NZ_CP079134.1 plasmid;NZ_CP079135.1 plasmid;NZ_CP079136.1 plasmid;NZ_CP079137.1 plasmid,6,499352,35,6,15,0
GCF_019286635.1,NZ_CP079138.1 chromosome;NZ_CP079139.1 plasmid;NZ_CP079140.1 plasmid;NZ_CP079141.1 plasmid;NZ_CP079142.1 plasmid;NZ_CP079143.1 plasmid;NZ_CP079144.1 plasmid,6,562296,36,6,9,0
GCF_019286695.1,NZ_CP079145.1 chromosome;NZ_CP079146.1 plasmid;NZ_CP079147.1 plasmid;NZ_CP079148.1 plasmid;NZ_CP079149.1 plasmid,4,505573,36,6,9,0
GCF_019286755.1,NZ_CP079150.1 chromosome;NZ_CP079151.1 plasmid;NZ_CP079152.1 plasmid;NZ_CP079153.1 plasmid;NZ_CP079154.1 plasmid,4,508970,36,6,9,0
GCF_019286855.1,NZ_CP079155.1 chromosome;NZ_CP079156.1 plasmid;NZ_CP079157.1 plasmid;NZ_CP079158.1 plasmid;NZ_CP079159.1 plasmid;NZ_CP079160.1 plasmid;NZ_CP079161.1 plasmid;NZ_CP079162.1 plasmid;NZ_CP079163.1 plasmid,8,707638,35,6,10,0
GCF_019286955.1,NZ_CP079164.1 chromosome;NZ_CP079165.1 plasmid;NZ_CP079166.1 plasmid;NZ_CP079167.1 plasmid;NZ_CP079168.1 plasmid;NZ_CP079169.1 plasmid;NZ_CP079170.1 plasmid;NZ_CP079171.1 plasmid,7,291868,35,6,6,0
GCF_019287035.1,NZ_CP079172.1 chromosome;NZ_CP079173.1 plasmid;NZ_CP079174.1 plasmid;NZ_CP079175.1 plasmid;NZ_CP079176.1 plasmid;NZ_CP079177.1 plasmid;NZ_CP079178.1 plasmid,6,391512,38,6,10,0
GCF_019287095.1,NZ_CP079179.1 chromosome;NZ_CP079180.1 plasmid;NZ_CP079181.1 plasmid;NZ_CP079182.1 plasmid;NZ_CP079183.1 plasmid;NZ_CP079184.1 plasmid;NZ_CP079185.1 plasmid,6,255916,34,6,14,0
GCF_019287195.1,NZ_CP079186.1 chromosome;NZ_CP079187.1 plasmid;NZ_CP079188.1 plasmid;NZ_CP079189.1 plasmid;NZ_CP079190.1 plasmid;NZ_CP079191.1 plasmid;NZ_CP079192.1 plasmid,6,255873,34,6,14,0
GCF_019287315.1,NZ_CP079114.1 chromosome,0,0,28,0,0,0
GCF_019295365.2,NZ_CP117168.1 chromosome;NZ_CP117169.1 plasmid;NZ_CP117170.1 plasmid;NZ_CP117171.1 plasmid;NZ_CP117172.1 plasmid;NZ_CP117173.1 plasmid;NZ_CP117174.1 plasmid;NZ_CP117175.1 plasmid,7,251322,59,4,7,0
GCF_019297755.1,NZ_CP079193.1 chromosome,0,0,13,0,0,0
GCF_019297775.1,NZ_CP079201.1 chromosome,0,0,14,0,0,0
GCF_019297795.1,NZ_CP079202.1 chromosome,0,0,18,0,0,0
GCF_019297815.1,NZ_CP079205.1 chromosome,0,0,8,0,0,0
GCF_019297835.1,NZ_CP079203.1 chromosome;NZ_CP079204.1 plasmid,1,97693,14,0,0,0
GCF_019297855.1,NZ_CP079194.1 chromosome,0,0,4,0,0,0
GCF_019316745.1,NZ_CP079220.1 chromosome;NZ_CP079221.1 plasmid;NZ_CP079222.1 plasmid;NZ_CP079223.1 plasmid;NZ_CP079224.1 plasmid,4,146185,4,0,11,0
GCF_019316905.1,NZ_CP079216.1 chromosome,0,0,22,0,0,0
GCF_019317005.1,NZ_CP079599.1 chromosome;NZ_CP079600.1 plasmid;NZ_CP079601.1 plasmid;NZ_CP079602.1 plasmid;NZ_CP079603.1 plasmid;NZ_CP079604.1 plasmid;NZ_CP079605.1 plasmid,6,356290,35,4,6,2
GCF_019317025.1,NZ_CP079606.1 chromosome;NZ_CP079607.1 plasmid;NZ_CP079608.1 plasmid;NZ_CP079609.1 plasmid;NZ_CP079610.1 plasmid;NZ_CP079611.1 plasmid;NZ_CP079612.1 plasmid;NZ_CP079613.1 plasmid;NZ_CP079614.1 plasmid;NZ_CP079615.1 plasmid;NZ_CP079616.1 plasmid,10,361983,35,6,15,0
GCF_019317045.1,NZ_CP079624.1 chromosome;NZ_CP079625.1 plasmid;NZ_CP079626.1 plasmid;NZ_CP079627.1 plasmid;NZ_CP079628.1 plasmid,4,492591,34,6,6,0
GCF_019317065.1,NZ_CP079617.1 chromosome;NZ_CP079618.1 plasmid;NZ_CP079619.1 plasmid;NZ_CP079620.1 plasmid;NZ_CP079621.1 plasmid;NZ_CP079622.1 plasmid;NZ_CP079623.1 plasmid,6,351279,38,6,4,0
GCF_019317085.1,NZ_CP079629.1 chromosome;NZ_CP079630.1 plasmid;NZ_CP079631.1 plasmid;NZ_CP079632.1 plasmid;NZ_CP079633.1 plasmid,4,492591,34,6,6,0
GCF_019317105.1,NZ_CP079634.1 chromosome;NZ_CP079635.1 plasmid,1,1039047,34,6,6,0
GCF_019317125.1,NZ_CP079636.1 chromosome;NZ_CP079637.1 plasmid;NZ_CP079638.1 plasmid;NZ_CP079639.1 plasmid;NZ_CP079640.1 plasmid;NZ_CP079641.1 plasmid,5,220625,36,6,14,0
GCF_019317145.1,NZ_CP079642.1 chromosome;NZ_CP079643.1 plasmid;NZ_CP079644.1 plasmid,2,201080,36,6,13,0
GCF_019317165.1,NZ_CP079645.1 chromosome;NZ_CP079646.1 plasmid;NZ_CP079647.1 plasmid;NZ_CP079648.1 plasmid;NZ_CP079649.1 plasmid;NZ_CP079650.1 plasmid;NZ_CP079651.1 plasmid;NZ_CP079652.1 plasmid;NZ_CP079653.1 plasmid;NZ_CP079654.1 plasmid,9,195723,38,6,7,0
GCF_019317185.1,NZ_CP079655.1 chromosome;NZ_CP079656.1 plasmid;NZ_CP079657.1 plasmid;NZ_CP079658.1 plasmid;NZ_CP079659.1 plasmid;NZ_CP079660.1 plasmid;NZ_CP079661.1 plasmid;NZ_CP079662.1 plasmid;NZ_CP079663.1 plasmid;NZ_CP079664.1 plasmid;NZ_CP079665.1 plasmid;NZ_CP079666.1 plasmid;NZ_CP079667.1 plasmid,12,394914,38,6,10,0
GCF_019317205.1,NZ_CP079668.1 chromosome;NZ_CP079669.1 plasmid;NZ_CP079670.1 plasmid;NZ_CP079671.1 plasmid;NZ_CP079672.1 plasmid,4,505573,36,6,9,0
GCF_019317225.1,NZ_CP079673.1 chromosome;NZ_CP079674.1 plasmid;NZ_CP079675.1 plasmid;NZ_CP079676.1 plasmid;NZ_CP079677.1 plasmid;NZ_CP079678.1 plasmid;NZ_CP079679.1 plasmid;NZ_CP079680.1 plasmid;NZ_CP079681.1 plasmid;NZ_CP079682.1 plasmid,9,437647,34,6,7,0
GCF_019317245.1,NZ_CP079683.1 chromosome;NZ_CP079684.1 plasmid;NZ_CP079685.1 plasmid;NZ_CP079686.1 plasmid;NZ_CP079687.1 plasmid;NZ_CP079688.1 plasmid;NZ_CP079689.1 plasmid;NZ_CP079690.1 plasmid;NZ_CP079691.1 plasmid,8,215673,36,6,14,0
GCF_019317265.1,NZ_CP079692.1 chromosome;NZ_CP079693.1 plasmid;NZ_CP079694.1 plasmid;NZ_CP079695.1 plasmid;NZ_CP079696.1 plasmid;NZ_CP079697.1 plasmid,5,241578,38,6,8,0
GCF_019317285.1,NZ_CP079218.1 chromosome,0,0,21,0,0,0
GCF_019317325.1,NZ_CP079219.1 chromosome,0,0,12,0,0,0
GCF_019317345.1,NZ_CP079225.1 chromosome;NZ_CP079226.1 plasmid;NZ_CP079227.1 plasmid;NZ_CP079228.1 plasmid;NZ_CP079229.1 plasmid;NZ_CP079230.1 plasmid,5,593850,20,0,8,0
GCF_019321785.1,NZ_CP074415.1 chromosome;NZ_CP074416.1 chromosome;NZ_CP074417.1 plasmid;NZ_CP074418.1 plasmid,2,176121,15,0,4,0
GCF_019321805.1,NZ_CP074419.1 chromosome;NZ_CP074420.1 plasmid;NZ_CP074421.1 plasmid;NZ_CP074422.1 plasmid;NZ_CP074423.1 plasmid,4,209123,21,0,13,0
GCF_019329245.1,NZ_CP073824.1 chromosome;NZ_CP073825.1 plasmid;NZ_CP073826.1 plasmid,2,20025,13,0,1,0
GCF_019329325.1,NZ_CP073821.1 chromosome;NZ_CP073822.1 plasmid;NZ_CP073823.1 plasmid,2,20025,13,0,1,0
GCF_019329365.1,NZ_CP073827.1 chromosome;NZ_CP073828.1 plasmid;NZ_CP073829.1 plasmid,2,20025,13,0,1,0
GCF_019329405.1,NZ_CP073830.1 chromosome;NZ_CP073831.1 plasmid;NZ_CP073832.1 plasmid,2,20025,13,0,1,0
GCF_019329425.1,NZ_CP073833.1 plasmid;NZ_CP073834.1 plasmid;NZ_CP073835.1 chromosome,2,29202,14,0,1,0
GCF_019329505.1,NZ_CP073836.1 chromosome;NZ_CP073837.1 plasmid;NZ_CP073838.1 plasmid,2,20025,13,0,1,0
GCF_019329525.1,NZ_CP073839.1 plasmid;NZ_CP073840.1 chromosome,1,13570,13,0,1,0
GCF_019329545.1,NZ_CP073841.1 chromosome;NZ_CP073842.1 plasmid;NZ_CP073843.1 plasmid,2,32923,13,0,1,0
GCF_019329565.1,NZ_CP073844.1 chromosome;NZ_CP073845.1 plasmid;NZ_CP073846.1 plasmid,2,20025,13,0,1,0
GCF_019329585.1,NZ_CP073847.1 chromosome;NZ_CP073848.1 plasmid,1,13570,13,0,1,0
GCF_019329605.1,NZ_CP073849.1 plasmid;NZ_CP073850.1 chromosome;NZ_CP073851.1 plasmid,2,20025,13,0,1,0
GCF_019329625.1,NZ_CP073852.1 chromosome;NZ_CP073853.1 plasmid,1,13570,13,0,1,0
GCF_019329645.1,NZ_CP073854.1 plasmid;NZ_CP073855.1 chromosome;NZ_CP073856.1 plasmid,2,42106,13,0,1,0
GCF_019329665.1,NZ_CP073857.1 chromosome;NZ_CP073858.1 plasmid,1,13570,15,0,1,0
GCF_019329685.1,NZ_CP073859.1 chromosome;NZ_CP073860.1 plasmid,1,13570,13,0,1,0
GCF_019329705.1,NZ_CP073861.1 plasmid;NZ_CP073862.1 chromosome,1,13570,13,0,1,0
GCF_019329725.1,NZ_CP073863.1 chromosome;NZ_CP073864.1 plasmid,1,13570,13,0,1,0
GCF_019329745.1,NZ_CP073865.1 chromosome;NZ_CP073866.1 plasmid;NZ_CP073867.1 plasmid,2,20025,13,0,1,0
GCF_019329765.1,NZ_CP073868.1 plasmid;NZ_CP073869.1 chromosome;NZ_CP073870.1 plasmid,2,20025,13,0,1,0
GCF_019329785.1,NZ_CP073871.1 plasmid;NZ_CP073872.1 chromosome;NZ_CP073873.1 plasmid;NZ_CP073874.1 plasmid,3,26626,13,0,1,0
GCF_019329805.1,NZ_CP073875.1 plasmid;NZ_CP073876.1 chromosome,1,13570,13,0,1,0
GCF_019330045.1,NZ_CP073880.1 plasmid;NZ_CP073881.1 chromosome;NZ_CP073882.1 plasmid,2,20025,13,0,1,0
GCF_019330105.1,NZ_CP073883.1 chromosome;NZ_CP073884.1 plasmid;NZ_CP073885.1 plasmid,2,30246,13,0,1,0
GCF_019330125.1,NZ_CP073886.1 plasmid;NZ_CP073887.1 chromosome;NZ_CP073888.1 plasmid,2,20020,13,0,1,0
GCF_019330145.1,NZ_CP073889.1 plasmid;NZ_CP073890.1 chromosome;NZ_CP073891.1 plasmid,2,42065,13,0,1,0
GCF_019330165.1,NZ_CP073892.1 plasmid;NZ_CP073893.1 chromosome;NZ_CP073894.1 plasmid,2,20025,13,0,1,0
GCF_019330185.1,NZ_CP073895.1 chromosome;NZ_CP073896.1 plasmid;NZ_CP073897.1 plasmid,2,37316,13,0,1,0
